Column1,userid,courseid,created_enr,username,date_joined,year_of_birth,level_of_education,course_name,create_time_course,length,category
1951,30,TsinghuaX/80512073X/_,10/10/2013 04:55,Blackmao,8/26/2013 08:01,1987,m,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
1952,30,TsinghuaX/00690242_1X/_,10/10/2013 04:55,Blackmao,8/26/2013 08:01,1987,m,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
1953,30,TsinghuaX/20220332_1X/_,10/10/2013 04:55,Blackmao,8/26/2013 08:01,1987,m,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
1954,30,TsinghuaX/30240184_1X/_,10/10/2013 04:55,Blackmao,8/26/2013 08:01,1987,m,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
1955,2074,PekingX/01718330X/_,10/10/2013 05:25,LiXiaoming,10/10/2013 05:22,1957,p,Principles and Practice of Computer Aided Translation,4/22/2014 02:12,#VALEUR!,computer
1956,2074,TsinghuaX/MOOC101/MOOCs_,10/10/2013 05:26,LiXiaoming,10/10/2013 05:22,1957,p,MOOCs Production and Operations,4/22/2014 02:12,#VALEUR!,Information spreading computer
1957,2074,TsinghuaX/00690242_1X/_,10/10/2013 05:27,LiXiaoming,10/10/2013 05:22,1957,p,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
1958,2075,MITx/6_002x/_Circuits_and_Electronics_,10/10/2013 05:46,thukkk07,10/10/2013 05:46,1987,b,Circuits and Electronics (Circuits and Electronics,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
1959,2076,MITx/6_002x/_Circuits_and_Electronics_,10/10/2013 05:49,whj,10/10/2013 05:49,1982,p,Circuits and Electronics (Circuits and Electronics,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
1960,583,TsinghuaX/80000901_1X/_,10/10/2013 05:50,ZhixianLi,9/11/2013 06:33,1987,p,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
1961,2077,PekingX/01718330X/_,10/10/2013 05:53,PKUCATer,10/10/2013 05:52,2011,m,Principles and Practice of Computer Aided Translation,4/22/2014 02:12,#VALEUR!,computer
1962,583,TsinghuaX/00690242_1X/_,10/10/2013 05:53,ZhixianLi,9/11/2013 06:33,1987,p,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
1963,2076,TsinghuaX/80000901_1X/_,10/10/2013 05:55,whj,10/10/2013 05:49,1982,p,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
1964,2080,TsinghuaX/30240184_1X/_,10/10/2013 06:30,hadrienblanc,10/10/2013 06:29,1988,m,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
1968,2084,TsinghuaX/30240184_1X/_,10/10/2013 07:17,chenjianhua,10/10/2013 07:17,1979,m,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
1969,369,TsinghuaX/00690242_1X/_,10/10/2013 07:38,liuhw05,9/10/2013 15:01,1986,b,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
1970,369,TsinghuaX/80512073X/_,10/10/2013 07:40,liuhw05,9/10/2013 15:01,1986,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
1971,369,TsinghuaX/20220332_1X/_,10/10/2013 07:41,liuhw05,9/10/2013 15:01,1986,b,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
1972,2086,TsinghuaX/80000901_1X/_,10/10/2013 07:43,Angelo,10/10/2013 07:43,1977,a,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
1973,2085,TsinghuaX/30240184_1X/_,10/10/2013 07:44,TianyaoHuang,10/10/2013 07:41,1989,p,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
1974,369,TsinghuaX/80000901_1X/_,10/10/2013 07:44,liuhw05,9/10/2013 15:01,1986,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
1975,2085,TsinghuaX/MOOC101/MOOCs_,10/10/2013 07:47,TianyaoHuang,10/10/2013 07:41,1989,p,MOOCs Production and Operations,4/22/2014 02:12,#VALEUR!,Information spreading computer
1976,2087,TsinghuaX/20220332_1X/_,10/10/2013 07:54,xiejiaye,10/10/2013 07:54,1993,b,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
1977,2089,TsinghuaX/MOOC101/MOOCs_,10/10/2013 08:08,Donna,10/10/2013 08:08,1963,m,MOOCs Production and Operations,4/22/2014 02:12,#VALEUR!,Information spreading computer
1978,2090,TsinghuaX/MOOC101/MOOCs_,10/10/2013 08:17,Martin,10/10/2013 08:14,1981,m,MOOCs Production and Operations,4/22/2014 02:12,#VALEUR!,Information spreading computer
1979,2090,TsinghuaX/00690242_1X/_,10/10/2013 08:21,Martin,10/10/2013 08:14,1981,m,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
1980,2091,TsinghuaX/80512073X/_,10/10/2013 08:22,xfniu,10/10/2013 08:22,1983,m,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
1981,2090,TsinghuaX/80512073X/_,10/10/2013 08:22,Martin,10/10/2013 08:14,1981,m,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
1982,2093,TsinghuaX/80000901_1X/_,10/10/2013 08:23,garypei,10/10/2013 08:23,1978,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
1983,2092,MITx/6_002x/_Circuits_and_Electronics_,10/10/2013 08:23,keeny,10/10/2013 08:23,1986,m,Circuits and Electronics (Circuits and Electronics,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
1984,2093,TsinghuaX/00690242_1X/_,10/10/2013 08:25,garypei,10/10/2013 08:23,1978,b,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
1985,2092,TsinghuaX/80000901_1X/_,10/10/2013 08:30,keeny,10/10/2013 08:23,1986,m,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
1986,2076,TsinghuaX/30240184_1X/_,10/10/2013 08:32,whj,10/10/2013 05:49,1982,p,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
1987,2094,TsinghuaX/MOOC101/MOOCs_,10/10/2013 08:33,hongyuwang,10/10/2013 08:33,1982,m,MOOCs Production and Operations,4/22/2014 02:12,#VALEUR!,Information spreading computer
1988,2094,TsinghuaX/80512073X/_,10/10/2013 08:34,hongyuwang,10/10/2013 08:33,1982,m,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
1989,874,TsinghuaX/30240184_1X/_,10/10/2013 08:34,Oscar,9/12/2013 14:50,1991,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
1990,2095,TsinghuaX/00690242_1X/_,10/10/2013 08:37,lin_aj,10/10/2013 08:37,1991,b,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
1991,2095,TsinghuaX/80000901_1X/_,10/10/2013 08:39,lin_aj,10/10/2013 08:37,1991,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
1992,2099,TsinghuaX/20220332_1X/_,10/10/2013 08:39,735057167,10/10/2013 08:39,2013,b,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
1993,833,TsinghuaX/80512073X/_,10/10/2013 08:40,jiayz,9/12/2013 08:55,199,p,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
1994,2102,TsinghuaX/80512073X/_,10/10/2013 08:40,forvista,10/10/2013 08:40,1983,m,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
1995,2092,TsinghuaX/MOOC101/MOOCs_,10/10/2013 08:40,keeny,10/10/2013 08:23,1986,m,MOOCs Production and Operations,4/22/2014 02:12,#VALEUR!,Information spreading computer
1996,2103,TsinghuaX/80512073X/_,10/10/2013 08:40,xchy2020,10/10/2013 08:40,199,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
1998,2098,TsinghuaX/80512073X/_,10/10/2013 08:40,seven,10/10/2013 08:39,1988,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
2000,2096,TsinghuaX/30240184_1X/_,10/10/2013 08:41,qufeizhang,10/10/2013 08:39,1987,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
2001,2107,TsinghuaX/80000901_1X/_,10/10/2013 08:41,tianyuan,10/10/2013 08:41,1994,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
2002,833,TsinghuaX/00690242_1X/_,10/10/2013 08:41,jiayz,9/12/2013 08:55,199,p,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
2003,2116,TsinghuaX/30240184_1X/_,10/10/2013 08:42,weichao,10/10/2013 08:42,1988,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
2004,2109,TsinghuaX/80000901_1X/_,10/10/2013 08:42,yanji,10/10/2013 08:41,1994,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
2005,2106,PekingX/01718330X/_,10/10/2013 08:42,chinaun,10/10/2013 08:41,1991,b,Principles and Practice of Computer Aided Translation,4/22/2014 02:12,#VALEUR!,computer
2006,833,TsinghuaX/80000901_1X/_,10/10/2013 08:43,jiayz,9/12/2013 08:55,199,p,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
2007,2101,TsinghuaX/80000901_1X/_,10/10/2013 08:43,luyali,10/10/2013 08:40,1994,hs,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
2008,2109,TsinghuaX/80512073X/_,10/10/2013 08:43,yanji,10/10/2013 08:41,1994,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
2009,2101,TsinghuaX/00690242_1X/_,10/10/2013 08:43,luyali,10/10/2013 08:40,1994,hs,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
2010,2109,TsinghuaX/MOOC101/MOOCs_,10/10/2013 08:43,yanji,10/10/2013 08:41,1994,b,MOOCs Production and Operations,4/22/2014 02:12,#VALEUR!,Information spreading computer
2011,2118,TsinghuaX/80512073X/_,10/10/2013 08:44,hobbesface,10/10/2013 08:43,1986,m,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
2012,2121,TsinghuaX/30240184_1X/_,10/10/2013 08:44,syc521200,10/10/2013 08:44,1986,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
2013,2122,TsinghuaX/80512073X/_,10/10/2013 08:45,Roy,10/10/2013 08:45,198,m,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
2016,2123,TsinghuaX/30240184_1X/_,10/10/2013 08:46,YoungBlackBlack,10/10/2013 08:46,1992,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
2018,2129,TsinghuaX/80512073X/_,10/10/2013 08:47,taoligroup,10/10/2013 08:47,1993,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
2019,2130,TsinghuaX/MOOC101/MOOCs_,10/10/2013 08:47,wangshuchen,10/10/2013 08:47,1991,b,MOOCs Production and Operations,4/22/2014 02:12,#VALEUR!,Information spreading computer
2021,728,TsinghuaX/80512073X/_,10/10/2013 08:48,RemusGuo,9/12/2013 01:40,1989,m,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
2023,2126,TsinghuaX/30240184_1X/_,10/10/2013 08:49,Lei,10/10/2013 08:47,198,m,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
2024,2130,TsinghuaX/80512073X/_,10/10/2013 08:49,wangshuchen,10/10/2013 08:47,1991,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
2025,2133,TsinghuaX/30240184_1X/_,10/10/2013 08:49,tjj1250437872,10/10/2013 08:48,1993,hs,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
2026,2138,TsinghuaX/80512073X/_,10/10/2013 08:49,rlin,10/10/2013 08:49,1988,m,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
2028,2140,TsinghuaX/00690242_1X/_,10/10/2013 08:49,kiddliang,10/10/2013 08:49,1993,b,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
2030,2142,TsinghuaX/80512073X/_,10/10/2013 08:49,LuZhixiang,10/10/2013 08:49,1983,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
